tweet,sentiment,highlight
@HazouryWafaa hamdela lol #love #Beirut lol mohem kabes #love #Beirut,Positive,None
@Fun0Ginger @joeation la2 lek helo l dubstep .. ,Positive,None
Ktir helo ! Sar fi shooting Monday kamen ! #ilooklikeazombie #needtosleep #ilooklikeazombie #needtosleep,Negative,None
@marieroseosta @Change Yl3n shaklik S2ltik kif ğŸ˜‚ Gebran 3ndo nes sawatetlo just so you know ğŸ˜œ,Negative,Sarcasm
@DFB_Team_EN @wassimea badde e3tereflak enno hayda lshi fakhm :p,Positive,None
jemelekkkk yaryouraaağŸ˜ğŸ˜ ,Positive,None
@Andreah_22: @patrick_bassil hahha ana ktir cool bel 3akess haha 7asset ..... kente ra7 teje da3sine !,Positive,Joke
@miakhalifa miaaa ana bhbik ktir,Positive,None
bas ousal 3al beit rah ekela bahdale men ahle ela awwal ma ela ekher.. d3oule,Negative,None
Hayda fehmen el snapchat ghalatÃ°Å¸ËœÂ.,Negative,Bullying
80% mn lshii3a including me 3ayshin bi sera3 dekhele between defending lmokawame le defa3et 3n aredna w fadet bi wleda dodd l3adow lsohyune wben nu2af dodd seyeset hezb allah w maw2afo mnel thawra. I cant describe the struggle right now ,Negative,None
@stephaniemargossian @JnNakhoul76 chaklo sayer chi ma mnihh la hek sektin kelkom,Negative,None
Tb leh l guys li b saffe ktir wled ,Negative,Sexism
jarrabet bas ma 2deret :(((,Negative,None
Bede hayde l pizza li bel de3aye ,Positive,None
@joemaalouftv please am bsma3 men ktir nes eno khayfenin ma yenzalo a ashghalon ta ma ya3mloulon shi. specially l shariket wel eshya l teb3a la randa berre! ,Negative,None
Mich eno w3it lse3a 6 wbel 3ade bou3a lse3a 7 40 helo hek eh? coffee w osas lsebeh. LA2 ,Negative,Sarcasm
@ElsyRaji: @Fouad_Rahme ktir helo w jagal w hek. She's one of my fans ğŸ‘†,Positive,None
Aya should win ktir ashta sara7a,Positive,None
lahza 3anjad fakarto houwe zeto Ã°Å¸Â¤Â£ ,Negative,None
tkhena2na ana w my best friend,Negative,None
@raghebalama sabah nour istez ragheb.hadortak w nancy bayadto wijj lebnen b hdourkoun rake wl helo.ma3 tahiyaty. ,Positive,None
@jesuisjamal chou leich ghebteh jom3aaaaaa chou ken bekehhhhh,Negative,None
eh w celine ktir cutie pie ,Positive,None
@Maromoawad abalneh li ken chaklo helo bel selfie ,Positive,None
@Hammoud_91 @LamaGhaddar05 hayda le 3am ya3mlo le3lenet kter gesho :/,Negative,Bullying
Hahahahah ktir b dahko ,Positive,None
@OumaiimaKamiil1 @reem19431 sorry hbb kenet ktir madghout el hamdellah now am fine,Negative,Courtesy words
@AliKaraki91 helo helo ğŸ˜ allah yeb3at l kheir ,Positive,None
@tatyana_moukbel hahhaa chou twitter w ma twitter nawartina honnnnn ana 24h hon ahhahah ,Positive,None
Habibi ana ykhalilik 3ayltek w yen3ad 3layki w 3layon ,Positive,None
Ya la2eeemee ,Negative,None
@elikhoury763 Margo ma 3m tred 3alaye.. Ma32oul beha chi,Negative,None
@HaifaWehbe waw klna natren diva hayouf kbar w s8ar shabeb w banet btjma3i lkel,Positive,None
@jadbadine: Hayda ghadab allah 3ala l 3alam teta is that you?,Negative,Sarcasm
awlkon rah os2ot fahes el tarbiya bokra? #helpme #iwillpay #ineedanA,Negative,None
metradede eza benzal entekheb aw rah ya3rfo eno ma ntakhabton.. barke ezyoune,Negative,None
@TheAliZein ktir mahdoum ğŸ‘,Positive,None
Ktir beye5 l balad lama tkon l ter2at maftou7a bi shu iran a7san mena ,Negative,Sarcasm
Ma ba3ref ento chou 3am yousallkon bass ana wala shi ,Negative,None
baed aande ghrad ktir lal kab natra la ekhlas jury so bas ekhlas bteje btse3dineğŸ’–ğŸ’– ,Positive,None
disappointed eno ktir 3ade ,Negative,None
@FansLeaMakhoul1 Anaaa W Ma Bcherikk Bi Wala Wahad Ba2aa:pChii Ktiirr Mez3ijj W Ma Elo 3azee..Chou Ela Me3na Ybayyin Senye L Esem Bl Trend?ğŸ˜‚ ,Negative,None
That is a thawra b had zeta ,Positive,None
@ayafares @TheseDamnQuote chou b fahmik ente aslan. Ktir sa3be hay,Negative,None
3melet accident w kassaret el syyara w sarle se3a 3am bebke,Negative,None
mich edra etnaffas 3al panic! any tips ya helwin?,Negative,None
Hahah fakaret zet l chi! ,Positive,None
I really feel like crying...jeboule chafra la chatteb w hek,Negative,None
@BassemBoustany chou king,Positive,None
i loveyou hbibt albi w ruhi anti â¤ï¸ @kawtharhadaya ,Positive,None
@getlostbruh @ABCFpll @JanelParrish kamliiii !! ktir sayir helo ,Positive,None
Ranoush sho hal 7ala hayda 3a feka ur cloth wala a7la especially ur shoes :) @Raniamazbouh ,Positive,None
Rawwahna kell l regim b akel l ahad #everytime #everytime,Negative,Joke
bi balad l3ajeyeb bi lbnen 7akim jara7 sh5os ynzouf dam bl 3yedeh w ynzat 3la lrasif w ma 7ad bys2al l7akim leh 3mlet hek !!!!!! hayda lbnen ,Negative,None
merci ktir ktir maximğŸ˜â¤â¤â¤ ,Positive,None
Hahahaha kteeer aweya liverpool mafiyoon hek :') ,Positive,None
Tomorrow first day of uni w ma 2ile jlede :p chou l3amal,Negative,None
Ana ktir MABSOUTA3333 darast bio w chimie ,Positive,None
mich rah lahhe2 khaless ya allahhhh,Negative,None
@H7470 hehe hayda saba7 ...saba7 l 2araf ,Negative,None
@MarcRashed4 weer hayda taba3 mbereh?,Negative,Foul language
@bachoo95 @mawzex @MichelleRomanos 7elwin chou behoun? Ya3ne iza bachir w flamant ma bi footo 3al saff it means its easy ;),Positive,None
el mechkle enno nahna 3arfin halna 3el2enin ben sinna w chi3a w mich rah ne2dar netla3 mennon ella bi ouwet allah. 3anjad chi bi za3el,Negative,None
@NancyAjram waw ktr helo l trailer habet cant wait @Saidelmarouk nchalla ma tawlo la t3rdu,Positive,None
@joesaymongebrane manne mla72a khalles lal rendu boukra w seret mkhallsa bas planche men assel 5,Negative,None
Ma ba3rf leh bas l tawouk yalle akalton halla2 keno extra delicious ,Positive,None
@mouawadnicolas dawrk ra23 bi yasmina ktr helo :) ,Positive,None
Yalla rge3na balachna men awal w jdid! #Beirut #Ashrafieh rip #AshrafiehAndVictims #Beirut #Ashrafieh #AshrafiehAndVictims,Negative,None
@PiaAkoury @NourGhrayeb ana hay awwal palmaresse bbayyin tabi3iyye fiya! Ktir nbasatet :p w awwal wehde bkoun.fiya eddem ;p ,Positive,None
hayda 3azeb ,Negative,None
@MahaSabek @nancyajram akid w hayda dalil najeha l mostamer w nshallah bedal fo2 rass 3ayleta ,Positive,None
7obii ,Positive,None
ktir khayfe es2ott maths #secondefinals,Negative,None
Lakk hel 3ana lal mara :p ,Negative,None
"@JoanneSayssa nawre: ""sabaho ya helo"" jana : "" joanne run :| "" ",Negative,Sexism
Ktir 2weya luiz w alves wel chabeb na2eson camera ğŸ˜‚,Positive,None
Halla2 toli3 bayye msaffar neswen 3al khalij?? lesh shou elo 3ale2a bel khalij? w ma zelik hal add bte7te2ri w ma bet 7ebbe nasso lesh kente tdallik mlazz2a bel maktab bi tyebik w manzarik el mou7taram natra yotla3lik 7ayalla dor? ste7e 3a dammik w 3a kabertik! ,Negative,None
@SarrounaCyrine @CyrineAbdlNour hayda cadeau Cyrine l her fans b mounesabet her bday :p jamelaaaaa ğŸ˜ğŸ˜,Positive,None
Plz hada yeb2a yna2ila tyeba la @nadine njeim...mch masmou7 #MBCTheVoice #MBCTheVoice,Negative,None
Waylon li oummaten la tarfa3ou sawtaha ella fi janaza wala taftakhirou ella bel kharab - Gebran Khalil Gebran. ,Negative,Saying
ma na2oule projeyte lal exposition... chtaghalet leil nhar 3ale,Negative,None
@mouawadnicolas ittiham w law w 10 abid zghar 3njad bi32do l series l sene ittiham ra23 myriam massle ktr helo lezm tehdaro ,Positive,None
@BitarMichele ma aslan l khass ktir tayib mishax,Positive,None
Niyell el nes eli hodruk el layle w sem3o sawtak el heloâ¤ Akid walla3ta!!ğŸ˜Š Yeslamle albakâ™¡ Bhebbakâ¤@zakichreif #Ø²ÙƒÙŠ_Ø´Ø±ÙŠÙ_ÙˆÙ„Ø¹Ù‡Ø§_ÙŠØ§_Ø¬Ø¨Ù„Ù†Ø§ ,Positive,None
@sanatarabay hahahahah chou bakrah bass ysir heik 2achya,Negative,None
Ktir 7eloğŸ˜ ,Positive,None
ğŸ˜ƒ thanks thats sweet kif bedna nehkike private ,Positive,None
Nshala t2t3 3a kheir ,Negative,Saying
Hayda houwehhh l2esla777 wel teghyirr l7a2i2eh kbirrr yaaaa wazirnaaaaaa yaaa hami jaybetna men ser2et chariket etisalat @Harb_Boutros,Positive,None
Hahahhaa Ahla shi  Hayda elli 3a rasek ğŸ˜‚ min ween jayebtee ğŸ‘ŒğŸ¤£ ,Positive,None
Hessa hale chi ktir awe ğŸ˜‚ ,Positive,None
di3an kel lahza 3melet w dahhet kermlik... ms fi wafa bi hal hayet #girlfriendproblems,Negative,None
HAHAHAHAHAHA ataltineee ,Positive,None
@AklYara bhebik ktir ktirrrğŸ’˜ğŸ’˜,Positive,None
ejit my boss liom aletle oss cha3re al ktir heke ... saraha nza3ajet :/,Negative,Bullying
@CynthiaKhalife1 ktr helo go green!! ,Positive,None
albe ma byehmol ba2a aktar men hek,Negative,None
Mouto kelkon,Negative,None
-Carla ma ha tsad2eee - Shuuuuu fiiii - Eja haydek l helo tdahhakle - .... ,Positive,None
@koukimak @LaraHachem8 @awaiidamonica @AnitaChemaly hahahaha hayda matalna la lyom ğŸ˜‚ğŸ˜‚ #matousa2 #matousa2,Positive,None
Waynik? -Bl beit -chou 3am te3mle? -machi -jeye etsala ma3ik.,Positive,None
Tkheyalo se3ten w nos men beirut la sour ,Negative,None
@deliciadagher @halastyles ou3a 7ada y7kele chou l2ossa :&lt; ,Negative,None
@ShallAmmar mch ktir hal2ad fans??? _ noo ma fy chi men 2ymtak :p ,Positive,None
ktir bhes ma hada ha yelkeshne iza hatayta shou awlik ,Negative,None
ma 3m bet5ataaa ktir awiyee ,Positive,None
fhemna eno elsy el achkar rebheta lal siyara walla ,Negative,None
All fans chou ra2ykoun notlob kelna mn @MonaAbouHamze tostadif lea makhoul bi bernemeja w mn 7ot l 8eniye l jdide taba3a 3a se3a 9pm ??? ,Positive,None
@nadinennjeim amaising law ktr helo awal hal2a ktr helwe @AbedFahdKingdom @khal333340 ra7 dal e7daro :)&lt;3 ,Positive,None
@FarahShamii hahahahha nshalla bshufik bi matar beirut akhhh ma ile khla2 8 se3at tayaran bs :p ,Positive,None
@thomyorkepls habbet fekret eno 3meletelle followed halla2 :p and annddd farjine,Positive,None
@RayanneHarake mathotte make up ktir hek ahla,Positive,None
Shu sar fi hayda w leh bento hek ,Negative,None
Ele yawmen 3eyech 3al negro w 3asir ra7 8ib 3an l wa3e ,Negative,None
@SamanthaD17 la2 wlo! Helo ykoun min lebnen haram truh l zine li 3al tor2at di3an. ,Negative,Sarcasm
La walllaaaaaaaaaaaaa aktar shwayyyy ,Negative,None
@tar_rash 7adre me8le lyom 3l a3de ğŸ˜‚ ,Positive,None
Helo chaklak!!!!!!! ğŸ˜Œ ,Positive,None
@maysoufan19 hii ya helo ,Positive,None
@RimSoufan Me toooooo ktir fakhame w hek. Hamdila ma jebt el dvds aw bes2ot hal sene :p,Positive,None
@VaniaAoun btwwwwe habbet bta3emleh yoga bass akid ana ma be2dar a3mil lollll chou hal chi hayda louyouneh am ma 3andik 3adem,Positive,None
Bta3erfo chou ahla chi? Eno mom bs tou3a bteje bet sakkir beb l ouda w bta3moul hoover aw hayala chi ,Negative,Sarcasm
@CharbelGhsoub mech hayda yale ken ykun fi mounesabet lal ouwet yrouh y3alle2 a3lem? sar bado y7allil,Negative,None
chi bi za3el!!! :(,Negative,None
@najwakaram bta3rfe shi? Ana men ba3d 3al thawra ktashafet adey ana fakhoura bi 7obbe elik w aday ana 3an jad â€œterbeytikâ€. Merci ennik kabbartine 3ala 7ob wataneğŸ‡±ğŸ‡§â¤ï¸ ,Positive,None
Fadahtoune shou bade a3mol b hale ,Negative,None
Ken bade naket hek chiğŸ˜‚ğŸ˜‚ğŸ˜‚ ,Positive,None
Chou helwin:p,Positive,None
woww ktir 7eloğŸ˜ğŸ˜ ,Positive,None
@michberberi hahahahahahahaha ktir awiye :p ,Positive,None
@amineakl9 @premierleague haha 5aye mahadan 2arab 3laykon. Yea into ktir aweya hal sine! #3ishhhhh #3ishhhhh,Positive,None
Eza byokhsaro lyom ma ba3rif chou ba3moul ,Negative,None
@marylinchahine ente ente bhebbek ktir ,Positive,None
akalta 3ayta la2an kasaret mazharie,Negative,None
@MEMEHW999 @HaifaWehbe ktir 7elwe meme ğŸ‘ğŸ˜,Positive,None
@AlniyadiMira hahaha habb chou hal 2ste2bel l helo:p ,Positive,None
Wow chou helo el mdarajet ;o ,Positive,None
OMG BADDAK TETJAWAZNE ? PAPI MHANDIS W MAAE MASARE KTIR Eza FEKRIK ana bensa chy gholtane ,Positive,Sarcasm
3ezmetik 3a view mn 3ende mnel foyer ,Positive,None
chaklo bi khawweff walaw?!!!,Negative,None
A7lam atltne #MBCTheVoice ğŸ˜‚ğŸ˜‚ğŸ˜‚ #MBCTheVoice,Positive,None
@phantasmarolla tbh ktir helo cha3ra lal benet li hadik ğŸ˜Š ,Positive,None
bas chefet jesme bel maillot kenet rah ebke.,Negative,None
@TThePoeTT sa7i7 hahaha tekram 3aynak:) ana b iyyem el jem3a b beirut ,Positive,None
Ajmal chi fiye w bchkur rabbe 3ley enne albe tayib w dymn bhke lsara7a w ktir 3afawiye w manne abdn la2ime w nejse w mab3rif asln etl2man wala kazibğŸ˜Œ ,Positive,None
@Marwakkari @tmclebanon merci Madame!! Chta2nelik ktir!! :),Positive,Courtesy words
@hazoon2014 leichhhhh chou bekehhh,Negative,None
Bhes hale ktir habile lama 2e2ra shi bel french w ma efham wala kelme.,Negative,None
@joudirajabbasha hote l ahmar mahal l aswad b sir ktir heloğŸ˜ ,Positive,None
@Matthieu Nahed chou jebtileh ma3ik????,Positive,None
Awlak hek enta? Hamdella sar 3enna ra2is #overjoyed #overjoyed,Positive,None
3anjad kobe ken najem el le3be allah yerhamo,Negative,Courtesy words
ma betsawar fi hada hazzo beche3 adde.. mich rah etghayar bi hayete,Negative,None
Hahahaha akiddddğŸ˜ŒğŸ˜‰ ,Positive,None
@NadimKolfat @charbels41 l helo fie 3am ynakit 3al sukleen w houe chauffeur taxi ,Negative,Bullying
Ã¢â‚¬Å“@melissahabchy: @karltabet1 chefeetttt :(( haydik el jom3a rekbte halla2 2ide Im dyingÃ¢â‚¬Âhayda alla Ã°Å¸Ëœ,Negative,Sarcasm
KarlSarkis lezim yet3alam l2e7tiram w le3eb bi rou7 riadye 3ayb 3anjad ktir ... Mesh heik byel3abo basket #ShameÃ°Å¸â€˜Å½ @LBCISports @ghayathdibra #Shame,Negative,Bullying
@AlineTanoury mmmmm chou belik fadeh ekhir hal leillll belik bi dalida w ziad w eza habbo ba3doun tarako ba3doun lollll chou hal adar ,Negative,None
eza 15 seconds 3emlo hal hit kello chou 7a ya3mol l series ??? ... @NadineElRassi @PhilippeAsmar @NadineJaber ,Positive,None
@GhanemRanine @tonyrizk_963 eh ktir taybe hiye :p,Positive,None
Sha3re ka2anno 7ada mkahrabne ,Negative,Joke
@GhidaKnio LEK SHU HAL SOURA WOWWOWOWOWOWO ğŸ˜ğŸ˜ğŸ˜ğŸ˜ ,Positive,None
Ehh ktirğŸ˜‚ğŸ˜‚ğŸ˜‚ ,Positive,None
7elwe l3aj2a ..... eh bass ktir hal2ad@@@,Negative,Sarcasm
#ConfessionNight ana w @melissaabdo ktir men ness aal tweeps. #ConfessionNight,Positive,Joke
Chou 7elo w2ta m7alelt l prgram siyese tb3 l otv kif btebkh3oun wahad wahad,Positive,None
@555Seehaam alah ykhalike w gd morning w nchala ykoun nharik helo ,Positive,None
Meche koukiii ,Positive,None
Lhemkeh 3am yel3abo le3eb helo ktir,Positive,None
@hussein__yassin @ZeeElHarake dod monaco minimum nel3ab hek  rabhan w dife3na ktir awe la darajet shato 3 marrat 3al goal :) ,Positive,None
@dimitrifiani @MalouElia ana hÃ©lwÃ©dimi hÃ©lo malou hÃ©lwÃ© nour hÃ©lwÃ© don shou ?:D ,Positive,Joke
Girl b beirut 3am belbos noss kemm what ,Positive,None
Ijit il kahraba bi beirut :))) ,Positive,None
omg chou sayerrr,Negative,None
Ye3ne mich edra eskout..chou hal edmen 3a mousalsal 3echeknisa2..ma be2dar 2affeee wala episode.ğŸ‘ @Wardoudi @nadinennjeim @PhilippeAsmar ğŸ’•,Positive,None
@alitahini machghoul bele 3alek ktir ya habibe! 3tine khabar eza bayyan chi ma3ak.. wallahi albe 3lek ya khayye,Negative,None
Aww jeye la 3enaa?? ,Positive,None
@RayaneHakki chou nawarrr,Negative,None
ana aam ekol b balesh. allah wil thawra ,Positive,None
@JoannaKai1 maraaa sorryy :p 3anjad mich ased,Negative,Courtesy words
You know enno kel el saf sa2it lamma el estez ktir fe23a ma3o ,Negative,Joke
@Rawannn7 Yes walladit men shway. And awwwhh ğŸ˜ I love this girl betdalle3ne ktir haha ,Positive,None
Bhebkonnn ktir,Positive,None
W ba3den law chou ma ken ll arar tfaddalo khabbrouna min ba3ed rah yedrous men ba3d kell hal tshweshour @EliasBouSaab,Negative,None
3am y2oulo jeye tsunami 3a labenen!! #yailahi,Negative,None
@MarianCarolian @CAROLE_SAMAHA Chu hl 5abar l helo tal3a helwe bl habal ana akide Hata law mch mbayan wejik ,Positive,None
@Eliemajdalanie6 laaa bl 3aks wala ... Ktir mhdoum 3 iyem alin knt mout dhk bas talfin w tdbkouwa 6 am hhhhh,Positive,None
Hahahhahahahaha akid haykkk naake 3 naaam ,Positive,None
@AbbassAk93 hahaha hayda typically ana ğŸ˜‚ğŸ˜‚ same to u habbubğŸ˜˜ğŸ˜˜,Positive,None
lahza! hal soura bi lebnen!! ya fakarta barra bi afri2ia aw chi! la wen waslinn ya ta3tire,Negative,None
Bes eje fakir bi moustaebale bkhaf,Negative,None
@Kalamennas fina na3mol ktir echya Bs dawletna ta3bene ktir .... ,Negative,Sarcasm
@Omar_Khodor ana member b injaz -.- bas ma bade yensou l shhede bel maktab b beyrouth :P 2al mneb3ata #aramex #aramex,Negative,None
marra jc al byel3ab l 3atwe eddeme w la halla2 ba3edne ma tkhattet ,Negative,None
Ma3ke ha2 ana ma3ke bs ala cheikh samy 3aylti pierre ba3don wled badon yet3alamo w yekbaro bs 3aylit cheikh bachir 3aleyon hene yekhdo ll arar w sad2ine fi ktir 3alam by2bado mtl general aoun ma3ash jesh w ma3ash ra2is jumhuriye gher ma3ash ex neyib ,Negative,Sectarianism
Nahna aalam w hene aalam bro? ,Negative,None
Day3a w ana bi beirut Ã°Å¸ËœÂ­ ,Negative,None
@Marwan_BFD hahahah haram wloo!! ,Negative,Joke
@fakihn allah la ywafe2on kif 3am bi2atloulna l jech lebneni aslan eza keno sena aw chi3a aw ... chou manon 3alam w 3endon ahel,Negative,None
Plzzz @nabil_ajram tamina 3la nancy kteeer msh8ol balna 3leeha Ã°Å¸Ëœâ€™Ã°Å¸ËœÂ­Ã°Å¸Ëœâ€š nancy sart a7san hl2 ??? ,Negative,None
@iLoveMJK @__noOna_ ana ma bade yen3arad hayda l ramadan cz fi meryem Ã°Å¸Ëœâ€œ haram ykoun fi la haifa 2 series betdi3 l tase ! ,Negative,None
Deghre iza ken shi3e sar mentisib lal hezeb? Waw shu badkon fat khebez ba3ed..,Negative,Sectarianism
@hazoon2014 ana mni7 khabrinehhh chou li sayir ma3ik,Negative,None
Hahhaha kalemik l helo a7la cadeau ,Positive,None
Ana live men l balcon Ã°Å¸ËœÂ­ ,Positive,Joke
@RayaneHakki ana nawre chou fike ta3mle :/,Negative,Sarcasm
darabou lal kaleb w hala2 akhadou lal kaleb aand el vet :(,Negative,None
kif wel qada2 menchara w kif yalli 3am b taleb bl mouhesabe houwe l fesed. ba3dein fi ktir ness bala chegel . chou bta3mol bte23od btetfarajjjjj ,Negative,None
@christelle1612wlek a7la chou mno23oddd ma3 l z8arr :/ ? ,Negative,None
Wa2ef habal 5haye pls W 7ata wle men jam3tna ywa2fo habal 3a ja3ja3 w jonblat mbe5htlef bel eshya el s8her mnetjme3 bel eshya el kbere enta me2tne3 eno el harriri sara2 ? Keef lakan 5heser hal 2ad masare ? ,Negative,Sectarianism
bro l o*wet baadon mfakrin l thawra elonğŸ˜©ğŸ˜©ğŸ˜©ndabbo kelkon yaane kelkon,Negative,None
@Lamyaa_Ab ktir helwe ğŸ‘ŒğŸ˜,Positive,None
@samirsleem hahahahahah broo kes ekhta scenario jehiz khaalis chou badak a7la men hek?,Positive,Foul language
@Karlsfeir ma baddak yo7daro terke ma beddak yo7daro jouzour chou baddak? Y2adouwa porno ya3ne? ,Negative,None
B oulo alla khala2 l 3alam b 6 iyem w ana projet jem3a bede chahren la khalesob,Negative,Joke
@nourassaad8 @StaracArabia bas bet3a2eeed keneeet betmaweeeeet &amp; kteeeeeeeeer Dalou3a ino ni7ns bi 3aser soura mesh bi 3asr sout ..,Positive,None
Aywaaa habbet ğŸ˜‚ğŸ’ªğŸ’ªğŸŒ¸ ,Positive,None
tole3 ma bi hebne...,Negative,None
Ya reit ya isteiz sabah mazeil bihimak baladak we zi3lein 3a wleid baladak trakiz chouway ktir 3ala moumasilin baladak...ma tiz3al minni hadortak m2asar ktir ma3 el chabeib bi libnein...libnein mich bas baneit hilwi ta tou2af 7ad moumasil souri... ,Negative,None
wel3aneee ya babyyyyyy b beirut,Positive,None
Lech l 3alam ktir ferhane eno brad pitt w angelina jolie tjawazo ?? #ma_ykouno_emik_w_bayik_hbb Ã°Å¸â„¢Å  #ma_ykouno_emik_w_bayik_hbb,Negative,Joke
@dana18D @lovelymemo2000 @Rayano_Hssn @najwakaram. Lk ana b7ebou 7azzi ktir allah ykhalili yeh ya rab tab3an lama tred 3layi nanouj hhhhhhhh,Positive,None
@MelodieTamer yaret ha ele :(,Negative,None
Ana ktir habaytik la anik lazize aal aleb,Positive,None
E5te chou 5as lawena?,Negative,None
ma tezaalo bas hada ghayre mesh eder yesmaa sot ariana ba2a? besmaa sawta aktar men sot emme w emme ktir bet ne2 ,Negative,Sarcasm
Lakk ya 1000 halaaa ğŸ¤£ğŸ˜ ehh hayda 7akee ğŸ¤£ ,Positive,None
Knt ktir yenzal dam rehet al hospital w kouwyou.. sarle shi 3 years wala shi. ,Positive,None
@fadelkaadan anna bi beirut bas raj3anee 3a Milan :/ ,Negative,None
Sma3et sot bel beit mich mestarjeye odhar men louda,Negative,None
ya allah enta w batnak hahahaha ,Positive,Joke